MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS,registration_key,date_reg,type,colour,fuel,state
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-12,jip,blue,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-12,jip,white,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-14,jip,white,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-14,jip,blue,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-14,jip,silver,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-14,jip,red,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-14,jip,grey,petrol,Sarawak
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-14,jip,white,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-14,jip,blue,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-14,jip,grey,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-15,jip,white,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-15,jip,white,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-15,jip,red,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-15,jip,grey,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-15,jip,grey,petrol,Perlis
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-15,jip,red,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-15,jip,blue,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-15,jip,white,petrol,Pahang
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-15,jip,blue,petrol,Sarawak
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-16,jip,grey,petrol,W.P. Kuala Lumpur
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-16,jip,red,petrol,Selangor
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-16,jip,grey,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-16,jip,white,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-16,jip,red,petrol,Johor
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-16,jip,grey,hybrid_petrol,W.P. Kuala Lumpur
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-16,jip,blue,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-16,jip,blue,petrol,W.P. Kuala Lumpur
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-16,jip,white,petrol,Johor
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-16,jip,grey,petrol,Sabah
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-16,jip,red,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-16,jip,grey,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-16,jip,blue,hybrid_petrol,Johor
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-16,jip,blue,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-17,jip,blue,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-17,jip,blue,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-17,jip,grey,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-17,jip,silver,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-17,jip,white,petrol,W.P. Kuala Lumpur
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-17,jip,white,hybrid_petrol,Pulau Pinang
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-17,jip,red,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-17,jip,white,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-17,jip,grey,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-17,jip,blue,petrol,W.P. Kuala Lumpur
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-18,jip,blue,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-18,jip,white,petrol,Perak
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-18,jip,grey,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-18,jip,grey,petrol,Perak
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-18,jip,white,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-18,jip,blue,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-18,jip,grey,hybrid_petrol,Melaka
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-18,jip,grey,hybrid_petrol,W.P. Kuala Lumpur
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-18,jip,red,hybrid_petrol,Selangor
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-18,jip,blue,hybrid_petrol,W.P. Kuala Lumpur
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-18,jip,red,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-18,jip,silver,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-18,jip,red,petrol,W.P. Kuala Lumpur
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-18,jip,white,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-18,jip,silver,hybrid_petrol,W.P. Kuala Lumpur
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-19,jip,grey,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-19,jip,red,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-20,jip,red,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-21,jip,grey,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-21,jip,blue,petrol,W.P. Kuala Lumpur
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-21,jip,white,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-21,jip,blue,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-21,jip,grey,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-21,jip,silver,petrol,W.P. Kuala Lumpur
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-21,jip,blue,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-21,jip,white,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-22,jip,grey,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-22,jip,grey,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-22,jip,white,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-22,jip,grey,petrol,Selangor
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-22,jip,white,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-22,jip,red,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-22,jip,blue,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-22,jip,silver,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-22,jip,white,petrol,Johor
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-22,jip,blue,petrol,Pulau Pinang
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-22,jip,blue,petrol,Melaka
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-22,jip,white,petrol,W.P. Kuala Lumpur
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-22,jip,blue,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-23,jip,blue,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-23,jip,grey,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-23,jip,grey,hybrid_petrol,W.P. Kuala Lumpur
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-23,jip,white,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-23,jip,red,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-23,jip,white,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-23,jip,silver,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-23,jip,blue,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-23,jip,grey,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-23,jip,silver,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-23,jip,red,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-23,jip,grey,petrol,W.P. Kuala Lumpur
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-23,jip,blue,petrol,Selangor
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-24,jip,blue,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-24,jip,grey,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-24,jip,blue,hybrid_petrol,Selangor
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-24,jip,blue,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-24,jip,red,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-24,jip,grey,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-24,jip,grey,hybrid_petrol,W.P. Kuala Lumpur
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-24,jip,red,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-24,jip,blue,petrol,Sabah
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-24,jip,grey,petrol,W.P. Kuala Lumpur
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-24,jip,red,petrol,Kedah
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-24,jip,silver,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-24,jip,grey,petrol,Selangor
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-24,jip,white,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-25,jip,blue,petrol,Johor
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-25,jip,white,hybrid_petrol,Sarawak
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-25,jip,white,petrol,Pahang
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-25,jip,blue,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-25,jip,grey,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-25,jip,grey,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-25,jip,silver,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-25,jip,grey,hybrid_petrol,Selangor
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-25,jip,red,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-25,jip,red,petrol,Perak
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-25,jip,white,hybrid_petrol,W.P. Kuala Lumpur
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-25,jip,red,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-25,jip,white,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-25,jip,red,petrol,Negeri Sembilan
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-25,jip,blue,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-25,jip,blue,hybrid_petrol,Negeri Sembilan
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-25,jip,grey,petrol,Johor
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-25,jip,blue,hybrid_petrol,Johor
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-25,jip,silver,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-26,jip,white,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-26,jip,blue,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-26,jip,grey,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-26,jip,red,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-26,jip,grey,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-26,jip,silver,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-27,jip,white,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-27,jip,grey,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-27,jip,white,hybrid_petrol,Kedah
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-28,jip,blue,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-28,jip,white,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-28,jip,white,petrol,Kelantan
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-28,jip,blue,petrol,W.P. Kuala Lumpur
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-28,jip,blue,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-28,jip,grey,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-28,jip,silver,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-28,jip,white,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-28,jip,red,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-28,jip,silver,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-28,jip,blue,hybrid_petrol,Melaka
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-28,jip,white,petrol,Sarawak
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-28,jip,grey,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-29,jip,white,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-29,jip,blue,petrol,W.P. Kuala Lumpur
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-29,jip,grey,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-29,jip,blue,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-29,jip,silver,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-29,jip,white,hybrid_petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-29,jip,blue,petrol,Rakan Niaga
2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209.0,HONDA CR-V,2025-04-29,jip,silver,hybrid_petrol,Rakan Niaga
